Produce_Type,Harvest_Date,Measurement_Date,Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Pretreatment,Avg_Temp_C,Avg_Humidity_%,Packaging,Age_at_Measurement,Remaining_Shelf_Life_Days
potato,2025-09-05,2025-11-04,5.4,284.8,,pre-cooled,6.823968955470487,74.74161855283867,perforated_bag,60,0.0
grape,2025-10-01,2025-11-04,16.5,406.8,0.9,waxed,17.590842741869874,61.65310086208844,loose,34,0.0
grape,2025-10-20,2025-11-03,17.2,403.3,4.14,pre-cooled,1.8035200195153047,73.2089644636735,carton,14,0.6675031476093106
apple,2025-09-29,2025-11-02,10.1,,0.95,washed,,82.15609067973091,perforated_bag,34,4.292816839890566
potato,2025-09-07,2025-11-02,5.6,268.0,3.31,waxed,7.8902794743945135,79.8701715642028,carton,56,0.0
grape,2025-10-07,2025-11-02,21.3,496.8,1.83,pre-cooled,10.4496466116615,62.49974344412396,,26,0.0
tomato,2025-08-26,2025-11-03,3.2,137.1,2.59,waxed,8.00845606552415,71.76728060284732,sealed_punnet,69,0.0
strawberry,2025-09-29,2025-11-02,8.0,306.5,,pre-cooled,7.01934906641769,,sealed_punnet,34,0.0
strawberry,2025-08-20,2025-11-03,8.6,286.8,2.9,waxed,4.193225468153862,85.51581045426494,carton,75,0.0
potato,2025-08-29,2025-11-02,7.3,327.2,0.96,washed,7.674881807945657,78.33945047999039,perforated_bag,65,0.0
orange,2025-10-01,2025-11-03,12.6,233.0,1.26,waxed,,66.81768016497661,sealed_punnet,33,1.4818429554234651
orange,2025-10-18,2025-11-02,12.3,242.0,,pre-cooled,7.53424576506564,82.37528063466539,carton,15,18.071440315438636
apple,2025-10-04,2025-11-04,12.8,208.6,3.62,waxed,17.42080508477433,45.99614181431203,loose,31,2.7671168130057255
potato,2025-10-04,2025-11-04,7.9,293.5,1.07,washed,18.39242603725836,,loose,31,15.133816859653653
tomato,2025-09-22,2025-11-04,3.2,125.6,1.73,waxed,1.6780451798557792,47.19878934378407,loose,43,0.0
bananna,2025-10-01,2025-11-04,18.3,136.8,1.42,waxed,5.215531794614793,66.35827920826036,perforated_bag,34,0.0
apple,2025-08-23,2025-11-02,15.8,219.2,1.68,washed,,77.39828537923573,sealed_punnet,71,0.0
apple,2025-09-10,2025-11-02,13.0,176.2,1.09,pre-cooled,,81.15958560359483,loose,53,0.0
tomato,2025-09-05,2025-11-02,6.6,121.0,2.0,washed,8.319504217080901,72.10875703215498,perforated_bag,58,0.0
tomato,2025-10-30,2025-11-03,5.5,159.2,3.59,washed,9.257015727550915,65.65391087409769,sealed_punnet,4,8.898802421925735
banana,2025-10-21,2025-11-04,18.1,118.4,0.81,waxed,8.750021135541552,92.06462455746808,sealed_punnet,14,0.0
apple,2025-08-31,2025-11-02,15.9,194.0,,washed,8.645239202280036,68.84686117926293,carton,63,0.0
grape,2025-08-22,2025-11-04,19.0,381.1,2.03,waxed,6.496389001682543,57.25131933429972,loose,74,0.0
stawberry,2025-10-29,2025-11-02,6.9,210.1,0.39,washed,,89.50340258759061,carton,4,6.008867881311798
orange,2025-09-05,2025-11-02,11.5,,1.24,waxed,13.699524648328604,71.62050199624176,loose,58,0.0
apple,2025-09-19,2025-11-02,11.7,143.9,1.76,none,5.195902238017168,89.51375461070381,carton,44,0.0
strawberry,2025-10-09,2025-11-03,8.7,357.9,4.19,waxed,15.446034348245382,48.780911022733875,loose,25,0.0
tomato,2025-09-07,2025-11-02,3.8,150.8,2.53,pre-cooled,2.109262160184052,68.24431471408784,carton,56,0.0
strawberry,2025-09-08,2025-11-04,7.3,298.2,1.11,washed,10.44360358060232,56.978798075155574,loose,57,0.0
grape,2025-10-27,2025-11-03,17.4,173.5,1.0,pre-cooled,5.633722740965703,56.861193321281576,loose,7,9.654762568909941
apple,2025-10-27,2025-11-04,11.8,173.1,0.63,none,5.579801921167074,,sealed_punnet,8,34.57459189964118
tomato,2025-09-12,2025-11-03,3.6,129.7,0.67,waxed,8.975944751990587,77.46347952948499,perforated_bag,52,0.0
potato,2025-09-11,2025-11-04,6.9,388.1,1.25,washed,12.194562836482575,71.40066828519136,,54,0.0
apple,2025-08-28,2025-11-03,15.5,178.6,1.6,,3.381716787634385,73.31860353950833,carton,67,0.0
strawberry,2025-09-12,2025-11-04,6.8,192.7,3.92,washed,11.273273427561305,,loose,53,0.0
orange,2025-09-25,2025-11-02,10.5,231.7,1.18,pre-cooled,3.159599717456005,56.64429523129125,sealed_punnet,38,0.0
banana,2025-09-10,2025-11-02,19.8,143.8,0.56,waxed,,67.0758484830012,perforated_bag,53,0.0
apple,2025-09-03,2025-11-03,12.3,244.8,0.09,none,3.9478619088628752,65.25939843081778,carton,61,0.0
potato,2025-09-22,2025-11-03,7.1,276.3,1.23,waxed,2.196634307215038,88.6743904316306,carton,42,11.422777087793635
apple,2025-08-20,2025-11-04,14.6,240.5,1.02,pre-cooled,8.154186131511608,80.39041496752759,carton,76,0.0
strawberry,2025-09-25,2025-11-04,6.4,230.7,3.92,washed,9.433827864911418,60.62512704492829,perforated_bag,40,0.0
orange,2025-10-08,2025-11-02,11.5,243.0,3.0,pre-cooled,,88.35104617268624,perforated_bag,25,7.463638805426124
orange,2025-09-13,2025-11-04,12.0,188.2,2.4,washed,11.831707461344951,52.43034615523304,perforated_bag,52,0.0
banana,2025-10-21,2025-11-02,,144.3,0.21,,16.575860753593112,57.229630665624775,loose,12,0.0
strawberry,2025-11-03,2025-11-02,8.4,163.8,1.45,waxed,-3.418053165310976,77.61835320571537,carton,0,10.481976066569505
grape,2025-09-26,2025-11-02,21.7,487.0,,none,4.277725454582229,66.79268950598481,loose,37,0.0
grape,2025-09-10,2025-11-04,19.0,281.2,0.17,pre-cooled,3.664252062761529,90.17231025010246,carton,55,0.0
tomato,2025-09-29,2025-11-02,6.9,109.0,1.1,washed,,63.514166847612614,sealed_punnet,34,0.0
tomato,2025-09-30,2025-11-04,5.2,31.92,1.19,none,3.3827485421418584,,sealed_punnet,35,0.0
strawberry,2025-10-17,2025-11-03,6.5,351.4,0.47,washed,6.7512908490031345,74.35602459375292,sealed_punnet,17,0.0
tomato,2025-08-31,2025-11-03,4.0,142.1,1.14,washed,5.181350091721117,,carton,64,0.0
orange,2025-08-24,2025-11-03,11.4,194.9,1.87,washed,3.9118927068692493,,loose,71,0.0
banana,2025-09-28,2025-11-04,20.7,169.4,1.44,washed,9.08757177061074,67.70212512511473,sealed_punnet,37,0.0
strawberry,2025-09-24,2025-11-02,8.9,251.4,3.85,none,6.81102263490908,77.72092404945948,loose,39,0.0
grape,2025-09-22,2025-11-04,19.7,465.3,4.22,washed,17.786446211770187,32.93374833201974,loose,43,0.0
potato,2025-10-16,2025-11-03,5.8,388.9,2.38,waxed,7.165974276184999,69.68224299038363,perforated_bag,18,32.31050566553674
apple,2025-10-19,2025-11-03,11.3,179.2,,none,5.0974417531123795,76.13899918903184,sealed_punnet,15,22.291031927560514
tomato,2025-10-22,2025-11-02,6.1,195.6,,pre-cooled,9.086096147669698,65.78282163518085,carton,11,2.9708502007404904
apple,2025-09-11,2025-11-03,10.3,234.7,1.43,washed,9.374399930933667,73.02714416990561,sealed_punnet,53,0.0
grape,2025-10-06,2025-11-02,21.5,477.0,2.37,washed,8.858131675545664,65.75355981551968,perforated_bag,27,0.0
potato,2025-10-05,2025-11-04,,313.1,0.35,pre-cooled,7.001512857232091,80.09825181607319,,30,24.42231321510785
potato,2025-10-24,2025-11-02,6.8,264.8,,none,9.982066096579583,66.6699174416056,perforated_bag,9,38.96235418779245
orange,2025-09-09,2025-11-04,9.7,213.5,,waxed,14.594575214228227,67.85075407796086,loose,56,0.0
banana,2025-10-22,2025-11-04,22.4,173.3,0.42,waxed,18.016063911461426,53.405347249684965,loose,13,0.0
banana,2025-09-21,2025-11-04,21.8,165.1,2.73,none,1.8540678759820288,86.27809979957249,sealed_punnet,44,0.0
orange,2025-09-17,2025-11-03,11.0,238.7,0.31,none,14.625723293941357,76.31661855601075,loose,47,0.0
orange,2025-09-15,2025-11-03,11.9,134.4,2.01,waxed,7.737488827534303,74.83124994275647,sealed_punnet,49,0.0
strawberry,2025-09-06,2025-11-02,8.5,270.3,1.94,none,,38.390751576928366,loose,57,0.0
tomato,2025-09-01,2025-11-03,5.0,109.6,0.37,washed,9.34754182480994,71.00765780702899,carton,63,0.0
orange,2025-10-08,2025-11-04,12.4,218.7,2.11,waxed,14.712521148322578,100.0,loose,27,0.4602615590908677
orange,2025-08-21,2025-11-03,11.2,199.5,1.29,washed,6.734307450502121,60.95132298524125,loose,74,0.0
banana,2025-09-29,2025-11-02,23.8,175.2,,none,6.092844264803491,59.94928125746196,carton,34,0.0
apple,2025-09-07,2025-11-03,10.9,180.8,,,9.27348980023452,69.44364111823984,perforated_bag,57,0.0
tomato,2025-09-10,2025-11-03,6.4,119.7,2.87,pre-cooled,-1.0,66.84688885211892,carton,54,0.0
grape,2025-08-29,2025-11-04,19.1,270.1,,none,7.503757288254842,75.55075638314712,perforated_bag,67,0.0
tomato,2025-08-19,2025-11-02,5.1,82.0,1.75,waxed,6.633374330534,70.81751084720169,sealed_punnet,75,0.0
grape,2025-09-01,2025-11-02,20.0,446.6,1.86,washed,5.6171214640485445,73.15754021145952,sealed_punnet,62,0.0
potato,2025-09-25,2025-11-02,7.7,247.0,0.07,none,0.7848072644346411,71.41553810693325,sealed_punnet,38,14.191760039269393
grape,2025-08-17,2025-11-04,22.1,167.7,0.12,pre-cooled,2.792647017903536,70.61981438206912,sealed_punnet,79,0.0
strawberry,2025-09-04,2025-11-04,8.3,314.9,,waxed,8.32524061582311,49.16507991542487,loose,61,0.0
banana,2025-09-09,2025-11-02,22.5,141.5,2.07,waxed,12.634261971289288,88.5672849071212,,54,0.0
orange,2025-09-03,2025-11-02,9.8,133.0,3.89,none,10.658744201048671,73.89350851569165,perforated_bag,60,0.0
grape,2025-10-23,2025-11-02,20.8,422.0,1.71,washed,8.417693331003207,74.69406935769244,carton,10,5.053371313203199
orange,2025-08-25,2025-11-02,12.3,175.5,2.02,,10.902960301081148,75.10678863235012,perforated_bag,69,0.0
orange,2025-08-18,2025-11-04,10.0,129.2,1.55,waxed,4.28941920690554,79.36767751110497,sealed_punnet,78,0.0
orange,2025-10-25,2025-11-04,12.6,208.1,0.15,washed,6.532153621887327,70.65256936807675,perforated_bag,10,22.276205507287585
grape,2025-08-26,2025-11-03,18.2,458.0,3.1,washed,10.137874140274045,75.8936073859624,perforated_bag,69,0.0
strawberry,2025-10-15,2025-11-02,9.5,344.0,2.81,waxed,,94.58152226912713,perforated_bag,18,0.0
grape,2025-10-04,2025-11-02,18.2,352.8,0.12,pre-cooled,3.538319985879175,68.09661876656095,perforated_bag,29,0.0
strawberry,2025-10-20,2025-11-04,7.4,324.7,1.33,washed,5.416750188967997,,perforated_bag,15,0.0
tomato,2025-11-03,2025-11-03,6.3,166.0,3.44,none,10.778924799121654,100.0,loose,0,10.899677213831525
banana,2025-10-27,2025-11-04,21.3,117.1,3.13,washed,6.130460785811407,73.23154135708317,sealed_punnet,8,3.101993583422141
grape,2025-09-27,2025-11-03,19.8,154.9,3.81,waxed,16.11846119421384,59.79003185213873,loose,37,0.0
orange,2025-09-24,2025-11-04,13.0,203.7,1.29,waxed,13.30795537268773,61.64983754351976,carton,41,0.0
orange,2025-08-31,2025-11-03,9.3,208.7,3.84,,5.9568549554711865,76.65918171096041,sealed_punnet,64,0.0
strawberry,2025-11-01,2025-11-03,8.0,327.2,2.52,none,11.016343220153994,73.41680387404621,perforated_bag,2,0.4569226528146375
banana,2025-08-24,2025-11-04,18.6,127.0,1.28,none,15.61999936164099,69.41763066415848,perforated_bag,72,0.0
strawberry,2025-10-30,2025-11-02,9.9,182.4,1.84,washed,6.053917738104925,95.0,sealed_punnet,3,5.270985141780527
potato,2025-08-24,2025-11-03,7.4,309.2,1.96,washed,6.300913463532694,,perforated_bag,71,0.0
grape,2025-10-02,2025-11-04,20.0,236.7,3.47,waxed,4.841351517376292,93.89000411283276,loose,33,0.0
apple,2025-08-26,2025-11-03,10.0,232.5,1.23,washed,2.983995282420745,84.61895898690238,carton,69,0.0
potato,2025-09-12,2025-11-03,5.6,153.8,1.49,waxed,3.3476725769102362,73.46214834853808,carton,52,1.3596122704900375
bananna,2025-10-30,2025-11-04,22.8,124.8,1.55,pre-cooled,-4.030910873183892,60.62397463888445,carton,5,6.59537368781458
orange,2025-09-07,2025-11-02,10.5,130.1,0.47,washed,11.279894569387144,84.46243671615314,perforated_bag,56,0.0
banana,2025-08-25,2025-11-03,22.1,108.4,0.49,,7.237565856963118,,perforated_bag,70,0.0
orange,2025-08-22,2025-11-03,10.3,,2.25,waxed,10.927487165878905,66.61351924904346,loose,73,0.0
orange,2025-11-01,2025-11-02,11.0,185.7,1.03,washed,,69.6724246053878,perforated_bag,1,29.05907035752924
strawberry,2025-10-02,2025-11-04,8.7,167.2,,none,8.775236033324473,,perforated_bag,33,0.0
banana,2025-09-29,2025-11-04,18.7,105.0,,pre-cooled,4.907700269520889,62.33279297868425,carton,36,0.0
grape,2025-10-01,2025-11-03,17.7,440.1,1.69,pre-cooled,,75.38084505719492,sealed_punnet,33,0.0
banana,2025-08-25,2025-11-02,,141.9,2.81,pre-cooled,4.839886376173669,78.19321886072937,carton,69,0.0
strawberry,2025-10-26,2025-11-03,,221.8,1.13,pre-cooled,3.5145192835527226,72.50000079700021,loose,8,0.8126538425487791
grape,2025-09-15,2025-11-03,19.0,276.0,0.13,,8.280362427166324,52.55139733410746,sealed_punnet,49,0.0
potato,2025-09-21,2025-11-02,7.7,261.3,2.49,none,13.722224721752902,74.17465961064721,loose,42,1.9322113589967185
orange,2025-09-15,2025-11-04,9.2,238.6,3.08,none,1.6215153119209598,82.6743912700119,carton,50,0.0
banana,2025-10-25,2025-11-04,19.0,173.1,5.0,none,7.831319997950548,71.70603544037456,carton,10,0.0
potato,2025-10-13,2025-11-02,4.8,182.3,2.46,none,3.276750148331679,64.56756590825616,carton,20,27.825845954024146
banana,2025-09-21,2025-11-04,18.1,124.5,2.07,pre-cooled,7.777563029282616,81.30107995583732,sealed_punnet,44,0.0
orange,2025-09-28,2025-11-04,9.2,42.580000000000005,,waxed,7.183121536177341,52.169896275751306,sealed_punnet,37,0.0
orange,2025-08-24,2025-11-02,9.8,208.0,0.14,pre-cooled,9.223840097751346,87.9599767063979,perforated_bag,70,0.0
tomato,2025-08-18,2025-11-04,3.7,,2.84,washed,14.371915194908464,36.34906693608377,loose,78,0.0
orange,2025-10-01,2025-11-02,9.1,217.0,0.31,none,7.770810933225967,73.97733649782407,carton,32,0.0
grape,2025-10-24,2025-11-02,17.3,222.2,1.42,washed,18.528231840580965,42.33624867564685,loose,9,0.0
strawberry,2025-10-21,2025-11-02,7.3,290.9,1.22,pre-cooled,3.5013772466680244,70.0435124712066,perforated_bag,12,0.0
orange,2025-10-24,2025-11-02,9.1,189.8,3.71,pre-cooled,6.62329763697571,79.8561258014952,sealed_punnet,9,23.084584384170597
apple,2025-10-09,2025-11-03,15.1,124.9,1.07,pre-cooled,,65.33265470123297,perforated_bag,25,16.95925002163222
potato,2025-08-26,2025-11-04,7.1,273.6,0.81,pre-cooled,,87.32647504381843,perforated_bag,70,0.0
apple,2025-08-23,2025-11-03,12.5,245.5,,waxed,5.6749983502662324,69.651456772133,sealed_punnet,72,0.0
grape,2025-09-04,2025-11-03,21.9,409.7,1.39,none,9.959580425638574,71.55798402334996,perforated_bag,60,0.0
apple,2025-10-08,2025-11-02,16.0,153.7,,pre-cooled,15.95320791943836,,loose,25,14.388191945876269
grape,2025-10-22,2025-11-02,20.4,227.0,0.39,none,,78.51859429446576,sealed_punnet,11,0.789657464819725
potato,2025-11-03,2025-11-02,5.6,156.6,1.44,washed,7.6285911610746595,74.72597709133495,carton,0,49.814755762892524
orange,2025-10-12,2025-11-04,12.6,209.5,1.41,,,85.59638220644354,carton,23,7.869341409823502
strawberry,2025-09-19,2025-11-03,9.2,346.6,2.22,waxed,9.65450551085734,84.90124786892817,perforated_bag,45,0.0
potato,2025-09-18,2025-11-02,7.4,334.2,1.04,washed,12.786470944019282,71.21806314892709,perforated_bag,45,4.276005518586968
strawberry,2025-10-30,2025-11-02,7.4,245.0,0.65,washed,11.681584645017939,85.678566772944,perforated_bag,3,3.4274801404118627
strawberry,2025-09-06,2025-11-04,8.1,344.3,0.16,pre-cooled,16.815545060217293,72.36394478700186,loose,59,0.0
tomato,2025-09-18,2025-11-04,6.5,185.9,,pre-cooled,6.31240016406402,84.16328953438571,sealed_punnet,47,0.0
tomato,2025-09-29,2025-11-02,5.4,199.5,3.98,none,6.471368551790709,77.94843563152678,perforated_bag,34,0.0
banana,2025-10-07,2025-11-03,21.4,154.2,0.65,none,7.999473255092249,92.91782273613359,perforated_bag,27,0.0
potato,2025-10-11,2025-11-03,4.2,277.4,2.29,none,8.46293268547475,56.04253856587423,sealed_punnet,23,23.296390883247554
ornge,2025-10-12,2025-11-02,30.0,38.0,0.9,pre-cooled,,65.21925737336447,carton,21,13.952358912120346
potato,2025-08-21,2025-11-04,5.8,343.7,0.1,pre-cooled,6.380494375385577,52.54608907865725,loose,75,0.0
banana,2025-09-19,2025-11-04,20.6,173.5,0.64,pre-cooled,12.085599075527352,67.96313234508003,perforated_bag,46,0.0
orange,2025-10-04,2025-11-03,11.3,151.4,0.37,pre-cooled,3.5778598311476655,54.32181623522699,carton,30,3.6154734609797727
apple,2025-09-03,2025-11-02,11.7,235.1,1.87,washed,8.680552471934167,72.5880084127848,,60,0.0
potato,2025-10-27,2025-11-02,5.3,168.7,0.53,washed,1.0634632646239606,71.0873228509246,sealed_punnet,6,45.523555540258194
apple,2025-10-25,2025-11-03,11.4,241.2,0.78,,11.456457568199893,75.46383557916543,perforated_bag,9,30.197079360669967
apple,2025-10-15,2025-11-02,13.9,141.5,5.0,none,5.526832664790298,83.0593712448685,sealed_punnet,18,18.34266562867484
banana,2025-10-06,2025-11-04,23.8,154.7,,waxed,12.855197463185736,61.60414605885148,loose,29,0.0
tomato,2025-08-29,2025-11-04,6.6,162.2,0.39,none,,68.01999875527393,loose,67,0.0
apple,2025-09-06,2025-11-03,13.3,222.8,1.15,washed,3.669030497248252,79.18680128864304,carton,58,0.0
banana,2025-10-31,2025-11-03,19.7,109.7,1.25,washed,4.945995193632864,91.5163894868588,sealed_punnet,3,6.0139335374402485
orange,2025-10-19,2025-11-02,10.7,235.1,0.33,none,,79.49728475506112,sealed_punnet,14,17.351537799846906
apple,2025-08-26,2025-11-03,14.2,129.0,2.65,waxed,6.0577769020533765,74.92071412546629,sealed_punnet,69,0.0
tomato,2025-10-25,2025-11-04,6.6,124.2,0.45,none,1.992642112845406,69.45797545047421,carton,10,3.886729035362801
strawberry,2025-09-26,2025-11-02,9.1,198.3,3.57,none,3.6726420320622,73.44937955301522,carton,37,0.0
tomato,2025-10-17,2025-11-02,5.1,90.4,1.32,washed,,91.57740550026959,carton,16,0.0
apple,2025-09-05,2025-11-04,16.0,176.0,0.08,waxed,7.3110528662202565,72.0740525009239,sealed_punnet,60,0.0
potato,2025-10-30,2025-11-03,5.5,322.4,1.07,washed,7.9372048412528144,82.82115604976386,carton,4,46.221713597384145
grape,2025-09-06,2025-11-04,22.4,429.4,2.67,none,7.337684109729622,100.0,perforated_bag,59,0.0
apple,2025-09-01,2025-11-04,14.0,209.2,0.77,pre-cooled,13.046634257459353,49.511274211203414,loose,64,0.0
grape,2025-08-24,2025-11-03,17.5,196.4,0.15,pre-cooled,-2.556645603778561,91.09343375609876,sealed_punnet,71,0.0
potato,2025-08-25,2025-11-03,7.8,178.0,1.19,waxed,3.6401100853372506,94.58810068142255,sealed_punnet,70,0.0
potato,2025-10-11,2025-11-03,6.1,321.2,2.7,washed,6.782118485913826,64.29744559985583,sealed_punnet,23,27.577100736946946
potato,2025-10-29,2025-11-04,6.5,269.1,0.17,pre-cooled,5.91395502408806,88.93715564418126,,6,48.570158064929736
orange,2025-08-27,2025-11-02,9.8,175.7,4.92,washed,6.961288145969884,85.02809751955141,perforated_bag,67,0.0
grape,2025-08-20,2025-11-02,23.4,183.6,0.25,washed,6.086456140585079,81.94344894407132,sealed_punnet,74,0.0
apple,2025-08-29,2025-11-03,14.3,,0.83,none,,58.762463251783494,loose,66,0.0
orange,2025-09-17,2025-11-02,11.5,247.1,0.92,washed,16.225215336552463,35.354046718037075,loose,46,0.0
strawberry,2025-10-28,2025-11-03,7.9,150.8,0.99,pre-cooled,-0.9276120642265457,67.16158260915316,carton,6,4.699420220170371
apple,2025-10-13,2025-11-03,14.2,136.4,0.89,waxed,1.6799323264494586,,sealed_punnet,21,22.982237749209357
potato,2025-09-25,2025-11-03,5.6,274.9,1.25,none,12.62293084848357,46.24226572371725,perforated_bag,39,9.724634752971543
grape,2025-10-05,2025-11-03,19.6,461.4,1.83,waxed,12.02883641199106,,perforated_bag,29,0.0
tomato,2025-09-14,2025-11-02,4.7,105.4,5.0,waxed,13.408008769811913,60.55302016248557,loose,49,0.0
tomato,2025-09-08,2025-11-02,30.0,124.6,0.57,none,5.079017862349795,80.8472534703594,sealed_punnet,55,0.0
apple,2025-10-06,2025-11-02,13.1,162.2,0.62,waxed,-1.0,79.43616800641388,sealed_punnet,27,16.73570705378642
orange,2025-10-13,2025-11-04,10.7,129.4,1.74,washed,22.71355517232093,77.27517512916162,loose,22,2.1796043268532244
banana,2025-09-24,2025-11-03,22.8,157.4,1.98,waxed,6.448264112078024,68.85312207462577,sealed_punnet,40,0.0
grape,2025-08-21,2025-11-04,18.0,420.0,1.26,pre-cooled,13.581031254985817,71.4117362905645,,75,0.0
strawberry,2025-09-26,2025-11-04,7.3,343.9,1.16,washed,13.80099068166608,38.1631363210539,loose,39,0.0
orange,2025-09-25,2025-11-03,10.9,207.4,0.56,pre-cooled,8.068735401542112,82.24075050744304,perforated_bag,39,0.0
strawberry,2025-09-11,2025-11-02,9.9,229.7,1.45,pre-cooled,6.985087186000589,57.836728903227865,sealed_punnet,52,0.0
strawberry,2025-10-22,2025-11-02,9.1,364.8,1.26,none,,76.88478991089487,carton,11,0.0
strawberry,2025-10-29,2025-11-04,7.0,166.2,0.14,waxed,3.3759590959821733,59.2359019219032,sealed_punnet,6,4.732644308597336
potato,2025-11-03,2025-11-02,4.8,398.6,,washed,13.081527056241582,,loose,0,46.77840281796725
potato,2025-09-21,2025-11-03,4.3,238.9,0.18,waxed,10.461838881818705,100.0,sealed_punnet,43,8.410825733312123
apple,2025-10-24,2025-11-03,15.7,219.5,0.62,waxed,5.066299332731044,74.88993678371592,perforated_bag,10,32.90692380044133
stawberry,2025-09-23,2025-11-02,9.4,188.8,0.55,waxed,6.372413481252632,100.0,loose,40,0.0
orange,2025-08-23,2025-11-04,9.5,128.1,1.23,,6.849663409631612,72.93245596570729,perforated_bag,73,0.0
banana,2025-09-09,2025-11-02,18.6,153.9,0.67,waxed,12.79843980605018,77.81158909101981,loose,54,0.0
grape,2025-10-08,2025-11-04,20.6,,,none,2.3273249749332585,61.42301273132448,sealed_punnet,27,0.0
tomato,2025-10-14,2025-11-02,6.0,175.7,,none,3.5824171342397264,82.84195099985567,carton,19,0.0
orange,2025-10-06,2025-11-04,12.9,227.0,4.03,waxed,8.627594964794053,66.50719038089909,perforated_bag,29,0.0
orange,2025-10-22,2025-11-03,12.8,198.5,1.79,washed,10.849923536966687,48.093936119820235,sealed_punnet,12,16.95708753790375
potato,2025-09-25,2025-11-03,7.6,190.9,0.48,washed,8.964147943840025,81.04047659378556,sealed_punnet,39,11.097185492459348
